DATE;CATEGORY;GEO;Medián;Átlag;P90gamma;P90lnorm;P90weibull;P90invgauss;CDF15gamma;CDF15lnorm;CDF15weibull;CDF15invgauss;P90;CDF15
2019-08-01;Kiemelt P1;Budapest;11,783333;15,4205879358289;33,073418358868;30,1699257141163;33,4543013945069;30,4596968682173;0,602848123149204;0,628777791263707;0,599445892787079;0,62720457893167;30,1659904986626;0,628942663031711
2019-08-01;Kiemelt P1;Országos;11,233333;14,8004270111482;31,9278503728156;29,080664666011;32,2705070702475;29,4000073480583;0,621860653021082;0,651393196360488;0,618366967969555;0,649298487547203;29,0971475423966;0,651496730152984
2019-08-01;P1;Budapest;14,2;17,8637629828009;36,9452128074321;33,8516736189932;37,6069258528323;34,0822060843019;0,525112599552442;0,532140403348034;0,523628935790686;0,531926043095529;33,8367774615127;0,532236328522
2019-08-01;P1;Országos;12,533333;15,5086326048439;31,5258645729843;28,9127325893735;32,1871496687105;29,0994800741459;0,586719355449182;0,608611893353196;0,581470003736906;0,607167957509222;28,9292569529868;0,608440440511464
2019-08-01;P2;Budapest;20,816666;28,6381695569324;63,8727458465311;57,9339339203953;64,2119984146417;58,7382884484019;0,384376854592902;0,340903207129161;0,386641142991092;0,339169860324732;57,9378181422929;0,340800329350373
2019-08-01;P2;Országos;14,216666;18,7315911306377;40,3970066024825;36,8084006815297;40,8371549191282;37,2142913853351;0,522093061157282;0,52901279531761;0,521352414753422;0,528525491967251;36,8263805828673;0,52878549605178
2019-08-01;P3;Budapest;31,0999995;46,0555552208334;107,703119605883;96,8176324425255;107,464667877112;98,7393004350826;0,291788016597963;0,205196654113491;0,28985802175526;0,193823664663814;96,8214650143781;0,205303038721662
2019-08-01;P3;Országos;16,383333;26,8176710375473;65,9797500618021;58,4620678181517;65,2377683240703;60,1793485802768;0,47477681934777;0,464477363784404;0,473821342046656;0,464414279949473;58,4721723213712;0,464597882712998
2019-09-01;Kiemelt P1;Budapest;12,8749995;16,012733752809;32,7271804967083;30,0068043638074;33,3916301578599;30,2133911360629;0,572561938344583;0,591524988343735;0,56842794999849;0,590466310280894;30,0147121451836;0,591459593455735
2019-09-01;Kiemelt P1;Országos;11,35;14,0716083013205;28,6633565133406;26,2752601073275;29,267359568573;26,4706745065117;0,634525716933475;0,664835492884903;0,627296976117123;0,662577335650537;26,2974723539486;0,664681324638455
2019-09-01;P1;Budapest;14,45;18,8504899884879;40,3040798429454;36,759722548893;40,8110785803808;37,1492095602435;0,515636768901402;0,520326722100857;0,51508878607548;0,520258999593749;36,7876965016939;0,520429097419969
2019-09-01;P1;Országos;12,4;15,3485652302184;31,2122129990241;28,6292371885264;31,8792192052175;28,8170607388398;0,591866717630049;0,614512986414496;0,586471551384168;0,613304276741844;28,639507146467;0,614636382538633
2019-09-01;P2;Budapest;22,016666;30,2214705158961;67,3035711047163;61,0532799718378;67,673785904221;61,8917266121986;0,365919892623009;0,315180778162346;0,3686370559904;0,312383334426399;61,0581110187433;0,314853496126657
2019-09-01;P2;Országos;13,966666;18,7554812625966;41,0760322801596;37,2992612358093;41,4175048167186;37,8027588597768;0,528380787604002;0,536185171095402;0,527603167335108;0,536698350612089;37,3651754616144;0,53702998652002
2019-09-01;P3;Budapest;31,85;44,9226475342742;101,923367659876;92,1907160088886;102,167283180702;93,6502430378795;0,271045982769902;0,181900921701326;0,273182768888646;0,170907889831775;92,1928760026961;0,181956955660251
2019-09-01;P3;Országos;18,2916665;27,4682785865307;64,7441623252366;58,1073804624866;64,5028863230143;59,323416497187;0,437462959875715;0,412877906113913;0,436592619874577;0,412210149237437;58,0960992539449;0,412932123104834
2019-10-01;Kiemelt P1;Budapest;11,6249995;14,7525952868853;30,7628806812148;28,1256529600556;31,2731295736129;28,3796326468774;0,616208570371896;0,644402930442698;0,611061014629418;0,642154372381911;28,1576901437684;0,644027600533487
