DATE;CATEGORY;VALUE;METRIC;GEO
2022-07-01;P2;31,316666;Medián;Budapest
2022-08-01;P2;30,033333;Medián;Budapest
2022-09-01;P2;28,133333;Medián;Budapest
2022-10-01;P2;27,266666;Medián;Budapest
2022-11-01;P2;26,466666;Medián;Budapest
2022-12-01;P2;27,533333;Medián;Budapest
2023-01-01;P2;23,716666;Medián;Budapest
2023-02-01;P2;23,916666;Medián;Budapest
2023-03-01;P2;26,033333;Medián;Budapest
2023-04-01;P2;26,35;Medián;Budapest
2023-05-01;P2;24,25;Medián;Budapest
2023-06-01;P2;23,883333;Medián;Budapest
2023-07-01;P2;27,616666;Medián;Budapest
2023-08-01;P2;27,266666;Medián;Budapest
2023-09-01;P2;28,566666;Medián;Budapest
2023-10-01;P2;31,008333;Medián;Budapest
2023-11-01;P2;30,3416665;Medián;Budapest
2023-12-01;P2;36,433333;Medián;Budapest
2024-01-01;P2;34,216666;Medián;Budapest
2024-02-01;P2;30,816666;Medián;Budapest
2024-03-01;P2;29,416666;Medián;Budapest
2024-04-01;P2;24,833333;Medián;Budapest
2024-05-01;P2;25,408333;Medián;Budapest
2024-06-01;P2;25,0749995;Medián;Budapest
2024-07-01;P2;24,766666;Medián;Budapest
2024-08-01;P2;25,35;Medián;Budapest
2024-09-01;P2;25,283333;Medián;Budapest
2024-10-01;P2;24,433333;Medián;Budapest
2018-11-01;P2;29,9907983961954;Átlag;Budapest
2018-12-01;P2;33,6396485164114;Átlag;Budapest
2019-01-01;P2;31,4286218137834;Átlag;Budapest
2019-02-01;P2;29,1361292189471;Átlag;Budapest
2019-03-01;P2;27,0705274115247;Átlag;Budapest
2019-04-01;P2;24,6066035734089;Átlag;Budapest
2019-05-01;P2;25,6977463677494;Átlag;Budapest
2019-06-01;P2;31,0534023744727;Átlag;Budapest
2019-07-01;P2;29,3835619769744;Átlag;Budapest
2019-08-01;P2;28,6381695569324;Átlag;Budapest
2019-09-01;P2;30,2214705158961;Átlag;Budapest
2019-10-01;P2;27,9026163415831;Átlag;Budapest
2019-11-01;P2;28,8132062415454;Átlag;Budapest
2019-12-01;P2;30,1485046883903;Átlag;Budapest
2020-01-01;P2;28,0157876475942;Átlag;Budapest
2020-02-01;P2;27,0435403485212;Átlag;Budapest
2020-03-01;P2;25,88536784331;Átlag;Budapest
2020-04-01;P2;21,540295752865;Átlag;Budapest
2020-05-01;P2;20,664464985503;Átlag;Budapest
2020-06-01;P2;22,6619141843343;Átlag;Budapest
2020-07-01;P2;24,0336732585161;Átlag;Budapest
2020-08-01;P2;26,5581627353003;Átlag;Budapest
2020-09-01;P2;32,8682572072942;Átlag;Budapest
2020-10-01;P2;38,6056862097225;Átlag;Budapest
2020-11-01;P2;54,2434113664275;Átlag;Budapest
2020-12-01;P2;42,5593359633281;Átlag;Budapest
2021-01-01;P2;35,5630330194195;Átlag;Budapest
2021-02-01;P2;38,5956116047332;Átlag;Budapest
2021-03-01;P2;48,945327700359;Átlag;Budapest
2021-04-01;P2;27,4244872642955;Átlag;Budapest
2021-05-01;P2;24,2825145176181;Átlag;Budapest
2021-06-01;P2;31,2380716973478;Átlag;Budapest
2021-07-01;P2;32,8667814236953;Átlag;Budapest
2021-08-01;P2;33,4512928731555;Átlag;Budapest
2021-09-01;P2;36,3126468098254;Átlag;Budapest
2021-10-01;P2;39,5258010331174;Átlag;Budapest
2021-11-01;P2;41,8176378390575;Átlag;Budapest
2021-12-01;P2;37,1949741373858;Átlag;Budapest
2022-01-01;P2;36,9334255103299;Átlag;Budapest
2022-02-01;P2;37,4410998828908;Átlag;Budapest
2022-03-01;P2;41,0197368501472;Átlag;Budapest
2022-04-01;P2;38,8619500320256;Átlag;Budapest
2022-05-01;P2;34,099758503766;Átlag;Budapest
2022-06-01;P2;38,8960604554091;Átlag;Budapest
2022-07-01;P2;43,5279681345685;Átlag;Budapest
2022-08-01;P2;40,9186279686719;Átlag;Budapest
2022-09-01;P2;38,4041948223416;Átlag;Budapest
2022-10-01;P2;37,1763306150117;Átlag;Budapest
2022-11-01;P2;35,9656934821466;Átlag;Budapest
2022-12-01;P2;38,528936268773;Átlag;Budapest
2023-01-01;P2;31,3665268690814;Átlag;Budapest
2023-02-01;P2;31,9994546389532;Átlag;Budapest
2023-03-01;P2;35,4452000161532;Átlag;Budapest
2023-04-01;P2;36,87470702799;Átlag;Budapest
2023-05-01;P2;32,7429132395917;Átlag;Budapest
2023-06-01;P2;32,1456608990014;Átlag;Budapest
2023-07-01;P2;37,8764342902442;Átlag;Budapest
2023-08-01;P2;37,4970815950414;Átlag;Budapest
2023-09-01;P2;39,8743643884661;Átlag;Budapest
2023-10-01;P2;42,8044508605994;Átlag;Budapest
2023-11-01;P2;41,5807112962097;Átlag;Budapest
2023-12-01;P2;49,5666402271267;Átlag;Budapest
2024-01-01;P2;45,6401447503834;Átlag;Budapest
2024-02-01;P2;40,5104630672992;Átlag;Budapest
2024-03-01;P2;38,6823399154034;Átlag;Budapest
2024-04-01;P2;32,7017060796123;Átlag;Budapest
2024-05-01;P2;32,7990847447603;Átlag;Budapest
2024-06-01;P2;31,8985808932019;Átlag;Budapest
2024-07-01;P2;32,5805947504667;Átlag;Budapest
2024-08-01;P2;32,5506269936573;Átlag;Budapest
2024-09-01;P2;31,5074985963429;Átlag;Budapest
2024-10-01;P2;30,7895898447388;Átlag;Budapest
2018-11-01;P2;15,883333;Medián;Országos
2018-12-01;P2;16,85;Medián;Országos
2019-01-01;P2;16,733333;Medián;Országos
2019-02-01;P2;15,3;Medián;Országos
2019-03-01;P2;14,583333;Medián;Országos
2019-04-01;P2;14,466666;Medián;Országos
2019-05-01;P2;14,466666;Medián;Országos
2019-06-01;P2;14,65;Medián;Országos
2019-07-01;P2;14,366666;Medián;Országos
2019-08-01;P2;14,216666;Medián;Országos
2019-09-01;P2;13,966666;Medián;Országos
2019-10-01;P2;13,716666;Medián;Országos
2019-11-01;P2;13,783333;Medián;Országos
2019-12-01;P2;14,1;Medián;Országos
2020-01-01;P2;13,683333;Medián;Országos
2020-02-01;P2;13,25;Medián;Országos
2020-03-01;P2;13,5;Medián;Országos
2020-04-01;P2;13,666666;Medián;Országos
2020-05-01;P2;13,283333;Medián;Országos
2020-06-01;P2;13,216666;Medián;Országos
2020-07-01;P2;13,3;Medián;Országos
2020-08-01;P2;13,733333;Medián;Országos
2020-09-01;P2;14,116666;Medián;Országos
2020-10-01;P2;15,466666;Medián;Országos
2020-11-01;P2;17,616666;Medián;Országos
2020-12-01;P2;16,516666;Medián;Országos
2021-01-01;P2;15,533333;Medián;Országos
2021-02-01;P2;15,983333;Medián;Országos
2021-03-01;P2;18,65;Medián;Országos
2021-04-01;P2;16,25;Medián;Országos
2021-05-01;P2;14,483333;Medián;Országos
2021-06-01;P2;14,533333;Medián;Országos
2021-07-01;P2;14,7;Medián;Országos
2021-08-01;P2;14,766666;Medián;Országos
2021-09-01;P2;14,883333;Medián;Országos
2021-10-01;P2;15,716666;Medián;Országos
2021-11-01;P2;17,533333;Medián;Országos
2021-12-01;P2;16,65;Medián;Országos
2022-01-01;P2;16,233333;Medián;Országos
2022-02-01;P2;16,15;Medián;Országos
2022-03-01;P2;15,833333;Medián;Országos
2022-04-01;P2;15,683333;Medián;Országos
2022-05-01;P2;15,25;Medián;Országos
2022-06-01;P2;15,683333;Medián;Országos
2022-07-01;P2;16,166666;Medián;Országos
2022-08-01;P2;15,6;Medián;Országos
2022-09-01;P2;14,983333;Medián;Országos
2022-10-01;P2;15,033333;Medián;Országos
2022-11-01;P2;15,083333;Medián;Országos
2022-12-01;P2;15,383333;Medián;Országos
2023-01-01;P2;14,816666;Medián;Országos
2023-02-01;P2;14,683333;Medián;Országos
2023-03-01;P2;14,55;Medián;Országos
2023-04-01;P2;14,7;Medián;Országos
2023-05-01;P2;14,55;Medián;Országos
2023-06-01;P2;14,466666;Medián;Országos
2023-07-01;P2;14,766666;Medián;Országos
2023-08-01;P2;15;Medián;Országos
2023-09-01;P2;14,85;Medián;Országos
2023-10-01;P2;15,466666;Medián;Országos
2023-11-01;P2;16,083333;Medián;Országos
2023-12-01;P2;17,7;Medián;Országos
2024-01-01;P2;16,95;Medián;Országos
2024-02-01;P2;16,816666;Medián;Országos
2024-03-01;P2;16,516666;Medián;Országos
2024-04-01;P2;15,95;Medián;Országos
2024-05-01;P2;16,25;Medián;Országos
2024-06-01;P2;16,233333;Medián;Országos
2024-07-01;P2;16,433333;Medián;Országos
2024-08-01;P2;16,466666;Medián;Országos
2024-09-01;P2;16,266666;Medián;Országos
2024-10-01;P2;16,35;Medián;Országos
2018-11-01;P2;21,6313364599063;Átlag;Országos
2018-12-01;P2;23,2612930728024;Átlag;Országos
2019-01-01;P2;22,7989885879787;Átlag;Országos
2019-02-01;P2;20,3713814600048;Átlag;Országos
2019-03-01;P2;19,0481362045952;Átlag;Országos
2019-04-01;P2;18,8314699159122;Átlag;Országos
2019-05-01;P2;18,8503074073401;Átlag;Országos
2019-06-01;P2;19,8492706773548;Átlag;Országos
2019-07-01;P2;19,0936978708494;Átlag;Országos
2019-08-01;P2;18,7315911306377;Átlag;Országos
2019-09-01;P2;18,7554812625966;Átlag;Országos
2019-10-01;P2;18,2197855803787;Átlag;Országos
2019-11-01;P2;18,2744919372713;Átlag;Országos
2019-12-01;P2;18,7235162005719;Átlag;Országos
2020-01-01;P2;17,9105158715778;Átlag;Országos
2020-02-01;P2;16,9531920386555;Átlag;Országos
2020-03-01;P2;17,4720488841694;Átlag;Országos
2020-04-01;P2;17,0015605962511;Átlag;Országos
2020-05-01;P2;16,3897563456031;Átlag;Országos
2020-06-01;P2;16,6660919028953;Átlag;Országos
2020-07-01;P2;16,9613982843634;Átlag;Országos
2020-08-01;P2;17,6265763112771;Átlag;Országos
2020-09-01;P2;19,3952041980091;Átlag;Országos
2020-10-01;P2;22,6408747053358;Átlag;Országos
2020-11-01;P2;28,37219292295;Átlag;Országos
2020-12-01;P2;23,8404454693626;Átlag;Országos
2021-01-01;P2;21,2836501478005;Átlag;Országos
2021-02-01;P2;22,5875378510993;Átlag;Országos
2021-03-01;P2;28,9383615775125;Átlag;Országos
2021-04-01;P2;21,3099873072497;Átlag;Országos
2021-05-01;P2;18,4679952309656;Átlag;Országos
2021-06-01;P2;19,5850587975802;Átlag;Országos
2021-07-01;P2;19,8633928087144;Átlag;Országos
2021-08-01;P2;19,9045668595725;Átlag;Országos
2021-09-01;P2;20,6365907626505;Átlag;Országos
2021-10-01;P2;22,1658647174055;Átlag;Országos
2021-11-01;P2;25,1508638632372;Átlag;Országos
2021-12-01;P2;22,6866917090222;Átlag;Országos
2022-01-01;P2;21,9709040540584;Átlag;Országos
2022-02-01;P2;21,8437115092984;Átlag;Országos
2022-03-01;P2;22,2074142673958;Átlag;Országos
2022-04-01;P2;21,6449540526121;Átlag;Országos
2022-05-01;P2;20,3595323536047;Átlag;Országos
2022-06-01;P2;21,6760534178454;Átlag;Országos
2022-07-01;P2;22,9957079383067;Átlag;Országos
2022-08-01;P2;21,8956652471868;Átlag;Országos
2022-09-01;P2;20,9597574474613;Átlag;Országos
2022-10-01;P2;20,9225272846977;Átlag;Országos
2022-11-01;P2;20,7231112019216;Átlag;Országos
2022-12-01;P2;21,4186863399743;Átlag;Országos
2023-01-01;P2;19,3241391361994;Átlag;Országos
2023-02-01;P2;19,3468275042347;Átlag;Országos
2023-03-01;P2;19,9957664286944;Átlag;Országos
2023-04-01;P2;20,4226725192959;Átlag;Országos
2023-05-01;P2;19,462191387018;Átlag;Országos
2023-06-01;P2;19,2672604386709;Átlag;Országos
2023-07-01;P2;20,4251510341573;Átlag;Országos
2023-08-01;P2;20,5427634420467;Átlag;Országos
2023-09-01;P2;21,0371199937921;Átlag;Országos
2023-10-01;P2;22,0790787321345;Átlag;Országos
2023-11-01;P2;22,484877567087;Átlag;Országos
2023-12-01;P2;25,7184389354871;Átlag;Országos
2024-01-01;P2;24,1672265960382;Átlag;Országos
2024-02-01;P2;23,0599841540479;Átlag;Országos
2024-03-01;P2;22,2399613579034;Átlag;Országos
2024-04-01;P2;20,7716631397838;Átlag;Országos
2024-05-01;P2;21,0346383463733;Átlag;Országos
2024-06-01;P2;20,8970346024324;Átlag;Országos
2024-07-01;P2;21,339252542552;Átlag;Országos
2024-08-01;P2;21,3731509715184;Átlag;Országos
2024-09-01;P2;20,6807304801521;Átlag;Országos
2024-10-01;P2;20,8062776951222;Átlag;Országos
2018-11-01;P3;27,2916665;Medián;Budapest
2018-12-01;P3;31,066666;Medián;Budapest
2019-01-01;P3;30,933333;Medián;Budapest
2019-02-01;P3;31,25;Medián;Budapest
2019-03-01;P3;28,441666;Medián;Budapest
2019-04-01;P3;24,666666;Medián;Budapest
2019-05-01;P3;26,4666665;Medián;Budapest
2019-06-01;P3;33,9;Medián;Budapest
2019-07-01;P3;30,216666;Medián;Budapest
2019-08-01;P3;31,0999995;Medián;Budapest
2019-09-01;P3;31,85;Medián;Budapest
2019-10-01;P3;27,9249995;Medián;Budapest
2019-11-01;P3;27,9749995;Medián;Budapest
2019-12-01;P3;30,016666;Medián;Budapest
2020-01-01;P3;27,683333;Medián;Budapest
2020-02-01;P3;27,183333;Medián;Budapest
2020-03-01;P3;40,408333;Medián;Budapest
2020-04-01;P3;35,183333;Medián;Budapest
2020-05-01;P3;27,875;Medián;Budapest
2020-06-01;P3;25,858333;Medián;Budapest
2020-07-01;P3;27,6;Medián;Budapest
2020-08-01;P3;28,0249995;Medián;Budapest
2020-09-01;P3;35,508333;Medián;Budapest
2020-10-01;P3;45,133333;Medián;Budapest
2020-11-01;P3;58,333333;Medián;Budapest
2020-12-01;P3;50,6999995;Medián;Budapest
2021-01-01;P3;40,383333;Medián;Budapest
2021-02-01;P3;39,383333;Medián;Budapest
2021-03-01;P3;51,8166665;Medián;Budapest
2021-04-01;P3;32,5249995;Medián;Budapest
2021-05-01;P3;32,683333;Medián;Budapest
2021-06-01;P3;50,783333;Medián;Budapest
2021-07-01;P3;49,216666;Medián;Budapest
2021-08-01;P3;50,983333;Medián;Budapest
2021-09-01;P3;51,5916665;Medián;Budapest
2021-10-01;P3;59,833333;Medián;Budapest
2021-11-01;P3;65,266666;Medián;Budapest
2021-12-01;P3;57,3749995;Medián;Budapest
2022-01-01;P3;52,725;Medián;Budapest
2022-02-01;P3;55,766666;Medián;Budapest
2022-03-01;P3;72,7499995;Medián;Budapest
2022-04-01;P3;62,75;Medián;Budapest
2022-05-01;P3;52,216666;Medián;Budapest
2022-06-01;P3;67,216666;Medián;Budapest
2022-07-01;P3;64,983333;Medián;Budapest
2022-08-01;P3;71,191666;Medián;Budapest
2022-09-01;P3;60,016666;Medián;Budapest
2022-10-01;P3;60,175;Medián;Budapest
2022-11-01;P3;59,283333;Medián;Budapest
2022-12-01;P3;59,6166665;Medián;Budapest
2023-01-01;P3;47,6;Medián;Budapest
2023-02-01;P3;43,9749995;Medián;Budapest
2023-03-01;P3;57,125;Medián;Budapest
2023-04-01;P3;54,6249995;Medián;Budapest
2023-05-01;P3;50,0749995;Medián;Budapest
2023-06-01;P3;46,75;Medián;Budapest
2023-07-01;P3;55,258333;Medián;Budapest
2023-08-01;P3;54,683333;Medián;Budapest
2023-09-01;P3;57,2249995;Medián;Budapest
2023-10-01;P3;69,816666;Medián;Budapest
2023-11-01;P3;59,2;Medián;Budapest
2023-12-01;P3;81,583333;Medián;Budapest
2024-01-01;P3;66,2916665;Medián;Budapest
2024-02-01;P3;58,383333;Medián;Budapest
2024-03-01;P3;38,158333;Medián;Budapest
2024-04-01;P3;33,2916665;Medián;Budapest
2024-05-01;P3;38,25;Medián;Budapest
2024-06-01;P3;38,116666;Medián;Budapest
2024-07-01;P3;37,633333;Medián;Budapest
2024-08-01;P3;38,6749995;Medián;Budapest
2024-09-01;P3;37,7249995;Medián;Budapest
2024-10-01;P3;35,75;Medián;Budapest
2018-11-01;P3;36,5498370414634;Átlag;Budapest
2018-12-01;P3;43,7391251788757;Átlag;Budapest
2019-01-01;P3;43,3355448448598;Átlag;Budapest
2019-02-01;P3;43,8741436100629;Átlag;Budapest
2019-03-01;P3;37,8851691377119;Átlag;Budapest
2019-04-01;P3;33,6936235423729;Átlag;Budapest
2019-05-01;P3;36,9491583245193;Átlag;Budapest
2019-06-01;P3;48,9806302972973;Átlag;Budapest
2019-07-01;P3;46,4710904553776;Átlag;Budapest
2019-08-01;P3;46,0555552208334;Átlag;Budapest
2019-09-01;P3;44,9226475342742;Átlag;Budapest
2019-10-01;P3;37,415533004;Átlag;Budapest
2019-11-01;P3;39,8578758987342;Átlag;Budapest
2019-12-01;P3;42,0955861916377;Átlag;Budapest
2020-01-01;P3;37,9093783835125;Átlag;Budapest
2020-02-01;P3;38,6563323068894;Átlag;Budapest
2020-03-01;P3;71,2223458448276;Átlag;Budapest
2020-04-01;P3;82,7845511694352;Átlag;Budapest
2020-05-01;P3;55,6822350253379;Átlag;Budapest
2020-06-01;P3;42,7876779980545;Átlag;Budapest
2020-07-01;P3;38,0378503787879;Átlag;Budapest
2020-08-01;P3;48,7011347591363;Átlag;Budapest
2020-09-01;P3;65,0254724787235;Átlag;Budapest
2020-10-01;P3;78,4090204406439;Átlag;Budapest
2020-11-01;P3;97,2750152299066;Átlag;Budapest
2020-12-01;P3;75,1589183904958;Átlag;Budapest
2021-01-01;P3;58,6946356735632;Átlag;Budapest
2021-02-01;P3;65,1474942091504;Átlag;Budapest
2021-03-01;P3;88,3659310454544;Átlag;Budapest
2021-04-01;P3;50,6274224488818;Átlag;Budapest
2021-05-01;P3;46,8116158246754;Átlag;Budapest
2021-06-01;P3;71,2543703917852;Átlag;Budapest
2021-07-01;P3;76,2550711846554;Átlag;Budapest
2021-08-01;P3;68,367179445838;Átlag;Budapest
2021-09-01;P3;75,6454831221374;Átlag;Budapest
2021-10-01;P3;87,0269584887118;Átlag;Budapest
2021-11-01;P3;95,5951053182405;Átlag;Budapest
2021-12-01;P3;77,6377651862745;Átlag;Budapest
2022-01-01;P3;75,8638956790281;Átlag;Budapest
2022-02-01;P3;77,071798525661;Átlag;Budapest
2022-03-01;P3;101,378013865691;Átlag;Budapest
2022-04-01;P3;83,3023418713018;Átlag;Budapest
2022-05-01;P3;74,8363496931964;Átlag;Budapest
2022-06-01;P3;96,6035820262122;Átlag;Budapest
2022-07-01;P3;92,6841374480197;Átlag;Budapest
2022-08-01;P3;96,8574488758464;Átlag;Budapest
2022-09-01;P3;81,2911950924137;Átlag;Budapest
2022-10-01;P3;82,3150132472826;Átlag;Budapest
2022-11-01;P3;81,5808317563151;Átlag;Budapest
2022-12-01;P3;86,58056217;Átlag;Budapest
2023-01-01;P3;60,326282525657;Átlag;Budapest
2023-02-01;P3;62,2203930403727;Átlag;Budapest
2023-03-01;P3;75,7294424457832;Átlag;Budapest
2023-04-01;P3;79,8004688297587;Átlag;Budapest
2023-05-01;P3;68,7538714615385;Átlag;Budapest
2023-06-01;P3;67,0418019330923;Átlag;Budapest
2023-07-01;P3;80,5200867294776;Átlag;Budapest
2023-08-01;P3;76,9869668852459;Átlag;Budapest
2023-09-01;P3;82,0135916051725;Átlag;Budapest
2023-10-01;P3;92,4487764513761;Átlag;Budapest
2023-11-01;P3;82,5355786021053;Átlag;Budapest
2023-12-01;P3;104,339738688612;Átlag;Budapest
2024-01-01;P3;91,3764136462095;Átlag;Budapest
2024-02-01;P3;81,4212377580953;Átlag;Budapest
2024-03-01;P3;50,0522497867538;Átlag;Budapest
2024-04-01;P3;43,961656513261;Átlag;Budapest
2024-05-01;P3;51,7474435492447;Átlag;Budapest
2024-06-01;P3;50,3328825606371;Átlag;Budapest
2024-07-01;P3;52,1188122501572;Átlag;Budapest
2024-08-01;P3;52,2659629371388;Átlag;Budapest
2024-09-01;P3;49,8540585129386;Átlag;Budapest
2024-10-01;P3;48,471578396564;Átlag;Budapest
2018-11-01;P3;22,808333;Medián;Országos
2018-12-01;P3;23,958333;Medián;Országos
2019-01-01;P3;23,75;Medián;Országos
2019-02-01;P3;19,55;Medián;Országos
2019-03-01;P3;18,058333;Medián;Országos
2019-04-01;P3;18,216666;Medián;Országos
2019-05-01;P3;19,5666665;Medián;Országos
2019-06-01;P3;20,1;Medián;Országos
2019-07-01;P3;18,1;Medián;Országos
2019-08-01;P3;16,383333;Medián;Országos
2019-09-01;P3;18,2916665;Medián;Országos
2019-10-01;P3;16,483333;Medián;Országos
2019-11-01;P3;16,816666;Medián;Országos
2019-12-01;P3;17,9749995;Medián;Országos
2020-01-01;P3;16,833333;Medián;Országos
2020-02-01;P3;16,533333;Medián;Országos
2020-03-01;P3;23,366666;Medián;Országos
2020-04-01;P3;24,833333;Medián;Országos
2020-05-01;P3;19,8166665;Medián;Országos
2020-06-01;P3;17,466666;Medián;Országos
2020-07-01;P3;20,133333;Medián;Országos
2020-08-01;P3;20,066666;Medián;Országos
2020-09-01;P3;22,408333;Medián;Országos
2020-10-01;P3;23,35;Medián;Országos
2020-11-01;P3;28,441666;Medián;Országos
2020-12-01;P3;24,6166665;Medián;Országos
2021-01-01;P3;20,95;Medián;Országos
2021-02-01;P3;22,233333;Medián;Országos
2021-03-01;P3;28,533333;Medián;Országos
2021-04-01;P3;22,916666;Medián;Országos
2021-05-01;P3;20,65;Medián;Országos
2021-06-01;P3;22,033333;Medián;Országos
2021-07-01;P3;23,316666;Medián;Országos
2021-08-01;P3;24,85;Medián;Országos
2021-09-01;P3;25,9666665;Medián;Országos
2021-10-01;P3;28,3;Medián;Országos
2021-11-01;P3;31,4666665;Medián;Országos
2021-12-01;P3;28,483333;Medián;Országos
2022-01-01;P3;28,175;Medián;Országos
2022-02-01;P3;26,733333;Medián;Országos
2022-03-01;P3;27,75;Medián;Országos
2022-04-01;P3;25,983333;Medián;Országos
2022-05-01;P3;26,7666665;Medián;Országos
2022-06-01;P3;28,783333;Medián;Országos
2022-07-01;P3;28,95;Medián;Országos
2022-08-01;P3;28,6749995;Medián;Országos
2022-09-01;P3;26,8666665;Medián;Országos
2022-10-01;P3;27,9;Medián;Országos
2022-11-01;P3;27,2;Medián;Országos
2022-12-01;P3;26,266666;Medián;Országos
2023-01-01;P3;25,166666;Medián;Országos
2023-02-01;P3;23,716666;Medián;Országos
2023-03-01;P3;25,116666;Medián;Országos
2023-04-01;P3;24,766666;Medián;Országos
2023-05-01;P3;24,983333;Medián;Országos
2023-06-01;P3;23,3;Medián;Országos
2023-07-01;P3;24,716666;Medián;Országos
2023-08-01;P3;26,25;Medián;Országos
2023-09-01;P3;27,3;Medián;Országos
2023-10-01;P3;27,8666665;Medián;Országos
2023-11-01;P3;27,8;Medián;Országos
2023-12-01;P3;31,0916665;Medián;Országos
2024-01-01;P3;28,366666;Medián;Országos
2024-02-01;P3;28,25;Medián;Országos
2024-03-01;P3;19,3;Medián;Országos
2024-04-01;P3;18,483333;Medián;Országos
2024-05-01;P3;18,883333;Medián;Országos
2024-06-01;P3;19,516666;Medián;Országos
2024-07-01;P3;19,95;Medián;Országos
2024-08-01;P3;19,7;Medián;Országos
2024-09-01;P3;19,666666;Medián;Országos
2024-10-01;P3;19,983333;Medián;Országos
2018-11-01;P3;33,0911076638734;Átlag;Országos
2018-12-01;P3;37,4657805615385;Átlag;Országos
2019-01-01;P3;35,465385099936;Átlag;Országos
2019-02-01;P3;29,8682616312343;Átlag;Országos
2019-03-01;P3;26,7757651466597;Átlag;Országos
2019-04-01;P3;25,0043347574693;Átlag;Országos
2019-05-01;P3;28,0071741856107;Átlag;Országos
2019-06-01;P3;31,2600078367647;Átlag;Országos
2019-07-01;P3;27,6154051449111;Átlag;Országos
2019-08-01;P3;26,8176710375473;Átlag;Országos
2019-09-01;P3;27,4682785865307;Átlag;Országos
2019-10-01;P3;24,2369325934178;Átlag;Országos
2019-11-01;P3;25,3232240257693;Átlag;Országos
2019-12-01;P3;26,9804181173105;Átlag;Országos
2020-01-01;P3;25,4912884280688;Átlag;Országos
2020-02-01;P3;24,3997854670683;Átlag;Országos
2020-03-01;P3;51,4408114553792;Átlag;Országos
2020-04-01;P3;63,5914539729811;Átlag;Országos
2020-05-01;P3;44,8810455486001;Átlag;Országos
2020-06-01;P3;32,7976433755475;Átlag;Országos
2020-07-01;P3;52,0370927938073;Átlag;Országos
2020-08-01;P3;41,1077904564242;Átlag;Országos
2020-09-01;P3;57,8710712183683;Átlag;Országos
2020-10-01;P3;46,0917348797492;Átlag;Országos
2020-11-01;P3;55,7805303683814;Átlag;Országos
2020-12-01;P3;43,1967368805113;Átlag;Országos
2021-01-01;P3;34,2228388814118;Átlag;Országos
2021-02-01;P3;39,54609;Átlag;Országos
2021-03-01;P3;51,4565698615267;Átlag;Országos
2021-04-01;P3;35,7899291718695;Átlag;Országos
2021-05-01;P3;31,3068017866608;Átlag;Országos
2021-06-01;P3;39,7838121809803;Átlag;Országos
2021-07-01;P3;41,6346533872095;Átlag;Országos
2021-08-01;P3;42,9628432855832;Átlag;Országos
2021-09-01;P3;45,2271275584892;Átlag;Országos
2021-10-01;P3;51,0893087098656;Átlag;Országos
2021-11-01;P3;53,9899537140348;Átlag;Országos
2021-12-01;P3;46,2824109856111;Átlag;Országos
2022-01-01;P3;46,1925180667826;Átlag;Országos
2022-02-01;P3;43,8473665197856;Átlag;Országos
2022-03-01;P3;50,5303193205847;Átlag;Országos
2022-04-01;P3;44,1149065299997;Átlag;Országos
2022-05-01;P3;44,007744649884;Átlag;Országos
2022-06-01;P3;50,1475078860896;Átlag;Országos
2022-07-01;P3;49,3940469941044;Átlag;Országos
2022-08-01;P3;49,0875389883143;Átlag;Országos
2022-09-01;P3;44,1747505110741;Átlag;Országos
2022-10-01;P3;46,259979150428;Átlag;Országos
2022-11-01;P3;44,99478923028;Átlag;Országos
2022-12-01;P3;45,639919227296;Átlag;Országos
2023-01-01;P3;38,6870774580346;Átlag;Országos
2023-02-01;P3;37,4472413380004;Átlag;Országos
2023-03-01;P3;41,3615542712161;Átlag;Országos
2023-04-01;P3;41,7599776750378;Átlag;Országos
2023-05-01;P3;40,3671982508398;Átlag;Országos
2023-06-01;P3;38,2425671704767;Átlag;Országos
2023-07-01;P3;39,3034296546059;Átlag;Országos
2023-08-01;P3;43,1725194862814;Átlag;Országos
2023-09-01;P3;44,4385801802445;Átlag;Országos
2023-10-01;P3;48,1039728839281;Átlag;Országos
2023-11-01;P3;44,8221552034469;Átlag;Országos
2023-12-01;P3;52,487292230519;Átlag;Országos
2024-01-01;P3;47,421833814078;Átlag;Országos
2024-02-01;P3;46,0221608378447;Átlag;Országos
2024-03-01;P3;28,2715683501531;Átlag;Országos
2024-04-01;P3;25,9542728994976;Átlag;Országos
2024-05-01;P3;27,7961981009774;Átlag;Országos
2024-06-01;P3;28,3077868578318;Átlag;Országos
2024-07-01;P3;29,2160654117143;Átlag;Országos
2024-08-01;P3;29,0459834786305;Átlag;Országos
2024-09-01;P3;28,566757824192;Átlag;Országos
2024-10-01;P3;28,7528552584794;Átlag;Országos
2024-03-01;P4;54,708333;Medián;Budapest
2024-04-01;P4;47,7749995;Medián;Budapest
2024-05-01;P4;58,7749995;Medián;Budapest
2024-06-01;P4;55,683333;Medián;Budapest
2024-07-01;P4;58,9999995;Medián;Budapest
2024-08-01;P4;61,266666;Medián;Budapest
2024-09-01;P4;55,4999995;Medián;Budapest
2024-10-01;P4;55,8249995;Medián;Budapest
2024-03-01;P4;69,4965257282878;Átlag;Budapest
2024-04-01;P4;65,2770198749999;Átlag;Budapest
2024-05-01;P4;83,1260714041994;Átlag;Budapest
2024-06-01;P4;75,4335193304347;Átlag;Budapest
2024-07-01;P4;85,4483559403669;Átlag;Budapest
2024-08-01;P4;83,3698879729382;Átlag;Budapest
2024-09-01;P4;75,0092953858268;Átlag;Budapest
